node_id	cluster_id	degree
1357	bucket_8	4
1358	bucket_1	4
1359	bucket_1	1
1360	bucket_10	9
1361	bucket_1	3
1362	bucket_1	2
1363	bucket_1	2
1364	bucket_1	2
1365	bucket_1	2
1366	bucket_7	6
1367	bucket_1	2
1368	bucket_1	3
1369	bucket_6	5
1370	bucket_1	1
1371	bucket_0	6
1372	bucket_1	2
1373	bucket_7	6
1374	bucket_1	2
1375	bucket_1	2
1376	bucket_1	2
1377	bucket_1	2
1378	bucket_1	2
1379	bucket_12	4
1380	bucket_8	4
1381	bucket_16	3
1382	bucket_6	5
1383	bucket_1	2
1384	bucket_1	2
1385	bucket_1	1
1386	bucket_8	4
1387	bucket_1	4
1388	bucket_1	1
1389	bucket_10	9
1390	bucket_1	3
1391	bucket_1	2
1392	bucket_1	2
1393	bucket_1	2
1394	bucket_1	2
1395	bucket_7	6
1396	bucket_1	2
1397	bucket_1	3
1398	bucket_6	5
1399	bucket_1	1
1400	bucket_0	6
1401	bucket_1	2
1402	bucket_7	6
1403	bucket_1	2
1404	bucket_0	3
1405	bucket_1	2
1406	bucket_1	2
1407	bucket_1	2
1408	bucket_12	4
1409	bucket_8	4
1410	bucket_16	3
1411	bucket_6	5
1412	bucket_1	2
1413	bucket_1	2
1414	bucket_1	1
1415	bucket_8	4
1416	bucket_1	4
1417	bucket_1	1
1418	bucket_10	9
1419	bucket_1	3
1420	bucket_1	2
1421	bucket_1	2
1422	bucket_1	2
1423	bucket_1	2
1424	bucket_7	6
1425	bucket_1	2
1426	bucket_1	3
1427	bucket_6	5
1428	bucket_1	1
1429	bucket_1	3
1430	bucket_1	2
1431	bucket_7	6
1432	bucket_1	2
1433	bucket_1	2
1434	bucket_1	2
1435	bucket_1	2
1436	bucket_1	2
1437	bucket_12	4
1438	bucket_8	4
1439	bucket_16	3
1440	bucket_6	5
1441	bucket_1	2
1442	bucket_1	2
1443	bucket_1	1
1444	bucket_8	4
1445	bucket_1	4
1446	bucket_1	1
1447	bucket_10	9
1448	bucket_1	3
1449	bucket_1	2
1450	bucket_1	2
1451	bucket_1	2
1452	bucket_1	2
1453	bucket_7	6
1454	bucket_1	2
1455	bucket_1	3
1456	bucket_6	5
1457	bucket_1	1
1458	bucket_0	6
1459	bucket_1	2
1460	bucket_7	6
1461	bucket_1	2
1462	bucket_1	2
1463	bucket_1	2
1464	bucket_1	2
1465	bucket_1	2
1466	bucket_12	4
1467	bucket_8	4
1468	bucket_16	3
1469	bucket_6	5
1470	bucket_1	2
1471	bucket_1	2
1472	bucket_1	1
1473	bucket_8	4
1474	bucket_1	4
1475	bucket_1	1
1476	bucket_10	9
1477	bucket_1	3
1478	bucket_1	2
1479	bucket_1	2
1480	bucket_1	2
1481	bucket_1	2
1482	bucket_7	6
1483	bucket_1	2
1484	bucket_1	3
1485	bucket_6	5
1486	bucket_1	1
1487	bucket_0	6
1488	bucket_1	2
1489	bucket_7	6
1490	bucket_1	2
1491	bucket_1	2
1492	bucket_1	2
1493	bucket_1	2
1494	bucket_1	2
1495	bucket_12	4
1496	bucket_8	4
1497	bucket_16	3
1498	bucket_0	5
1499	bucket_1	2
1500	bucket_1	3
1501	bucket_1	1
1502	bucket_8	4
1503	bucket_1	4
1504	bucket_1	1
1505	bucket_10	9
1506	bucket_1	3
1507	bucket_1	2
1508	bucket_1	2
1509	bucket_1	2
1510	bucket_1	2
1511	bucket_7	6
1512	bucket_1	2
1513	bucket_1	3
1514	bucket_6	5
1515	bucket_1	1
1516	bucket_0	6
1517	bucket_1	2
1518	bucket_7	6
1519	bucket_1	2
1520	bucket_1	2
1521	bucket_1	2
1522	bucket_1	2
1523	bucket_1	2
1524	bucket_12	4
1525	bucket_8	4
1526	bucket_16	3
1527	bucket_6	5
1528	bucket_1	2
1529	bucket_1	2
1530	bucket_1	1
1531	bucket_8	4
1532	bucket_1	4
1533	bucket_1	1
1534	bucket_10	9
1535	bucket_1	3
1536	bucket_1	2
1537	bucket_1	2
1538	bucket_1	2
1539	bucket_1	2
1540	bucket_7	6
1541	bucket_1	2
1542	bucket_1	3
1543	bucket_6	5
1544	bucket_1	1
1545	bucket_1	3
1546	bucket_1	2
1547	bucket_7	6
1548	bucket_1	2
1549	bucket_1	2
1550	bucket_1	2
1551	bucket_1	2
1552	bucket_1	2
1553	bucket_12	4
1554	bucket_8	4
1555	bucket_16	3
1556	bucket_6	5
1557	bucket_1	2
1558	bucket_1	2
1559	bucket_1	1
1560	bucket_8	4
1561	bucket_1	4
1562	bucket_1	1
1563	bucket_10	9
1564	bucket_1	3
1565	bucket_1	2
1566	bucket_1	2
1567	bucket_1	2
1568	bucket_1	2
1569	bucket_7	6
1570	bucket_1	2
1571	bucket_1	3
1572	bucket_6	5
1573	bucket_1	1
1574	bucket_0	6
1575	bucket_1	2
1576	bucket_7	6
1577	bucket_1	2
1578	bucket_1	2
1579	bucket_1	2
1580	bucket_1	2
1581	bucket_1	2
1582	bucket_12	4
1583	bucket_8	4
1584	bucket_16	3
1585	bucket_6	5
1586	bucket_1	2
1587	bucket_1	2
1588	bucket_1	1
1589	bucket_8	4
1590	bucket_1	4
1591	bucket_1	1
1592	bucket_10	9
1593	bucket_1	3
1594	bucket_1	2
1595	bucket_1	2
1596	bucket_1	2
1597	bucket_1	2
1598	bucket_7	6
1599	bucket_1	2
1600	bucket_1	3
1601	bucket_6	5
1602	bucket_1	1
