-6.520007550716400146e-02	-2.298291176557540894e-01	3.869847357273101807e-01	-1.030696034431457520e+00	-7.506593465805053711e-01	-8.103805780410766602e-02	3.995513021945953369e-01	-4.894513487815856934e-01	-9.895591735839843750e-01	-6.891173720359802246e-01
-2.517659962177276611e-02	-1.821880936622619629e-01	3.734391033649444580e-01	-7.796381115913391113e-01	-8.428349494934082031e-01	1.313618272542953491e-01	3.547392189502716064e-01	-3.126737475395202637e-01	-1.123273134231567383e+00	-7.135736346244812012e-01
-8.713883161544799805e-02	-3.472284972667694092e-02	6.124221682548522949e-01	-4.323370456695556641e-01	-1.199146032333374023e+00	7.012328505516052246e-01	4.536510407924652100e-01	-3.200779557228088379e-01	-1.558619499206542969e+00	-1.008325457572937012e+00
-1.420718431472778320e-02	-2.797412276268005371e-01	2.607204318046569824e-01	-1.078817725181579590e+00	-6.185917258262634277e-01	-2.597736418247222900e-01	3.276894092559814453e-01	-3.973605036735534668e-01	-8.387429714202880859e-01	-5.539695024490356445e-01
-1.027850061655044556e-02	-2.086782008409500122e-01	1.543554663658142090e-01	-8.009250164031982422e-01	-3.159825801849365234e-01	-3.000604808330535889e-01	2.108428478240966797e-01	-2.949043512344360352e-01	-4.292146563529968262e-01	-3.279465138912200928e-01
-1.420718431472778320e-02	-2.797412276268005371e-01	2.607204318046569824e-01	-1.078817725181579590e+00	-6.185917258262634277e-01	-2.597736418247222900e-01	3.276894092559814453e-01	-3.973605036735534668e-01	-8.387429714202880859e-01	-5.539695024490356445e-01
-2.328443765640258789e+00	2.333139181137084961e+00	2.072310686111450195e+00	4.013413906097412109e+00	3.234669208526611328e+00	1.738719344139099121e+00	3.471063971519470215e-01	-4.739984035491943359e+00	5.648550987243652344e+00	1.221670389175415039e+00
-1.074359059333801270e+00	1.567242622375488281e+00	1.089700609445571899e-01	3.658757686614990234e+00	4.057116985321044922e+00	1.402801275253295898e-01	-7.165954709053039551e-01	-1.397883057594299316e+00	6.029965400695800781e+00	2.308790445327758789e+00
-1.503183364868164062e+00	2.237658739089965820e+00	3.388511836528778076e-01	5.290613174438476562e+00	5.170611858367919922e+00	6.789230704307556152e-01	-8.981554508209228516e-01	-2.020335674285888672e+00	7.771393299102783203e+00	2.943226575851440430e+00
-6.265885829925537109e-01	2.161960363388061523e+00	-7.180659472942352295e-02	6.541906833648681641e+00	3.711317777633666992e+00	2.154171228408813477e+00	-1.224565386772155762e+00	3.817245960235595703e-01	5.352026462554931641e+00	2.333828449249267578e+00
-1.203785300254821777e+00	1.750166535377502441e+00	1.641659885644912720e-01	4.076530933380126953e+00	4.412420272827148438e+00	2.401795089244842529e-01	-7.689893245697021484e-01	-1.583798527717590332e+00	6.579177379608154297e+00	2.505043745040893555e+00
-6.265885829925537109e-01	2.161960363388061523e+00	-7.180659472942352295e-02	6.541906833648681641e+00	3.711317777633666992e+00	2.154171228408813477e+00	-1.224565386772155762e+00	3.817245960235595703e-01	5.352026462554931641e+00	2.333828449249267578e+00
-1.284960269927978516e+00	1.979448914527893066e+00	1.736741214990615845e-01	4.768660545349121094e+00	4.786716938018798828e+00	4.766447842121124268e-01	-8.886165618896484375e-01	-1.625354886054992676e+00	7.131429195404052734e+00	2.760421037673950195e+00
-7.352989912033081055e-01	1.876900911331176758e+00	-1.613490432500839233e-01	5.419319629669189453e+00	3.929765462875366211e+00	1.232400655746459961e+00	-1.130426287651062012e+00	-1.377346366643905640e-01	5.707464694976806641e+00	2.465468168258666992e+00
-9.899600744247436523e-01	2.333333253860473633e+00	1.824638396501541138e-01	6.518220424652099609e+00	3.987995862960815430e+00	2.121359825134277344e+00	-1.119167327880859375e+00	-3.446744680404663086e-01	5.961349010467529297e+00	2.405682802200317383e+00
3.219813406467437744e-01	1.997739911079406738e+00	-2.917311906814575195e+00	8.233160018920898438e+00	7.582739830017089844e+00	-3.187633454799652100e-01	-3.333504915237426758e+00	3.416232109069824219e+00	1.031171894073486328e+01	5.919605255126953125e+00
-1.311680436134338379e+00	2.150336503982543945e+00	3.505010157823562622e-03	5.361075401306152344e+00	5.400681972503662109e+00	4.354561865329742432e-01	-1.105911731719970703e+00	-1.496760725975036621e+00	7.981824398040771484e+00	3.203690767288208008e+00
-1.089955687522888184e+00	8.468917012214660645e-01	1.174903154373168945e+00	9.894831180572509766e-01	9.585934281349182129e-01	6.123937964439392090e-01	4.415583312511444092e-01	-2.561320066452026367e+00	1.884466052055358887e+00	1.234946921467781067e-01
3.614944458007812500e+00	-6.623692512512207031e-01	-6.538652896881103516e+00	5.543535709381103516e+00	5.141172409057617188e+00	-2.707868814468383789e+00	-4.900407314300537109e+00	9.819854736328125000e+00	5.472686290740966797e+00	6.345013618469238281e+00
4.466857910156250000e+00	-3.679122924804687500e-01	-9.145103454589843750e+00	8.636093139648437500e+00	9.220627784729003906e+00	-4.281038284301757812e+00	-7.076382637023925781e+00	1.283161163330078125e+01	1.073098373413085938e+01	1.001014232635498047e+01
4.466857910156250000e+00	-3.679122924804687500e-01	-9.145103454589843750e+00	8.636093139648437500e+00	9.220627784729003906e+00	-4.281038284301757812e+00	-7.076382637023925781e+00	1.283161163330078125e+01	1.073098373413085938e+01	1.001014232635498047e+01
2.634498834609985352e+00	6.077902913093566895e-01	-6.077899456024169922e+00	8.264310836791992188e+00	7.776407241821289062e+00	-2.178960084915161133e+00	-5.173102855682373047e+00	8.278928756713867188e+00	9.531846046447753906e+00	7.733382701873779297e+00
-1.337665438652038574e+00	1.131805658340454102e+00	1.379427433013916016e+00	1.559262752532958984e+00	1.354365944862365723e+00	8.524285554885864258e-01	4.483320415019989014e-01	-3.039062261581420898e+00	2.556139230728149414e+00	3.068569004535675049e-01
2.168774127960205078e+00	1.599276065826416016e-01	-3.889757156372070312e+00	5.202788829803466797e+00	3.512371778488159180e+00	-5.745575428009033203e-01	-3.221981525421142578e+00	6.488067626953125000e+00	3.889043092727661133e+00	4.062134742736816406e+00
2.904058933258056641e+00	-2.547612041234970093e-02	-5.998260974884033203e+00	6.258646965026855469e+00	6.197245121002197266e+00	-2.405632972717285156e+00	-4.748109340667724609e+00	8.836297035217285156e+00	7.324074745178222656e+00	6.597904682159423828e+00
-1.540199041366577148e+00	1.376687407493591309e+00	1.525361537933349609e+00	2.062983989715576172e+00	1.733460545539855957e+00	1.036173701286315918e+00	4.310826659202575684e-01	-3.396962642669677734e+00	3.180214643478393555e+00	4.920323491096496582e-01
1.149714946746826172e+00	-1.651841402053833008e-01	-2.718313932418823242e+00	1.954604387283325195e+00	3.358942270278930664e+00	-1.982156157493591309e+00	-2.043143749237060547e+00	3.406321525573730469e+00	4.124721527099609375e+00	3.189928293228149414e+00
-5.822649002075195312e-01	2.642411291599273682e-01	7.454829812049865723e-01	-1.852224320173263550e-01	1.589135229587554932e-01	1.141739264130592346e-01	4.197418093681335449e-01	-1.556931376457214355e+00	5.256160497665405273e-01	-2.491201758384704590e-01
-1.045932024717330933e-01	-2.014296501874923706e-01	4.590751826763153076e-01	-1.010813117027282715e+00	-8.533086776733398438e-01	3.473239764571189880e-02	4.375244677066802979e-01	-5.394006967544555664e-01	-1.094455242156982422e+00	-7.739260792732238770e-01
