node_id	cluster_id	degree
799	bucket_5	23
800	bucket_0	24
801	bucket_7	23
802	bucket_11	0
803	bucket_8	20
804	bucket_0	18
805	bucket_0	16
806	bucket_5	48
807	bucket_5	310
808	bucket_5	2
809	bucket_0	26
810	bucket_2	21
811	bucket_0	18
812	bucket_0	25
813	bucket_0	21
814	bucket_0	17
815	bucket_0	20
816	bucket_5	3
817	bucket_0	22
818	bucket_4	14
819	bucket_8	27
820	bucket_5	30
821	bucket_9	19
822	bucket_0	20
823	bucket_0	20
824	bucket_1	25
825	bucket_0	25
826	bucket_0	32
827	bucket_0	20
828	bucket_0	27
829	bucket_4	1
830	bucket_0	16
831	bucket_0	22
832	bucket_4	8
833	bucket_4	3
834	bucket_5	6
835	bucket_1	15
836	bucket_5	293
837	bucket_5	91
838	bucket_8	27
839	bucket_11	4
840	bucket_12	21
841	bucket_0	20
842	bucket_11	5
843	bucket_9	20
844	bucket_5	12
845	bucket_0	25
846	bucket_0	17
847	bucket_7	28
848	bucket_0	12
849	bucket_4	14
850	bucket_4	5
851	bucket_0	16
852	bucket_0	22
853	bucket_3	18
854	bucket_7	42
855	bucket_0	25
856	bucket_11	0
857	bucket_0	16
858	bucket_0	18
859	bucket_0	16
860	bucket_7	25
861	bucket_0	19
862	bucket_5	27
863	bucket_0	21
864	bucket_7	31
865	bucket_11	1
866	bucket_0	18
867	bucket_0	15
868	bucket_7	28
869	bucket_14	29
870	bucket_3	19
871	bucket_0	27
872	bucket_0	32
873	bucket_7	18
874	bucket_5	255
875	bucket_5	114
876	bucket_11	2
877	bucket_0	20
878	bucket_0	29
879	bucket_8	36
880	bucket_0	14
881	bucket_2	19
882	bucket_5	8
883	bucket_3	20
884	bucket_4	3
885	bucket_11	1
886	bucket_5	80
887	bucket_5	6
888	bucket_14	23
889	bucket_5	0
890	bucket_4	2
891	bucket_5	7
892	bucket_10	23
893	bucket_7	26
894	bucket_5	1
895	bucket_0	20
896	bucket_19	33
897	bucket_0	29
898	bucket_4	11
899	bucket_7	32
900	bucket_0	23
901	bucket_4	5
902	bucket_11	3
903	bucket_0	15
904	bucket_0	20
905	bucket_12	18
906	bucket_7	24
907	bucket_5	34
908	bucket_4	8
909	bucket_11	4
910	bucket_0	25
911	bucket_19	29
912	bucket_0	24
913	bucket_0	27
914	bucket_0	22
915	bucket_5	10
916	bucket_5	5
917	bucket_5	1
918	bucket_0	23
919	bucket_3	24
920	bucket_0	17
921	bucket_5	29
922	bucket_11	3
923	bucket_8	27
924	bucket_5	5
925	bucket_5	50
926	bucket_4	5
927	bucket_0	29
928	bucket_11	2
929	bucket_14	17
